VERK,medium_airport,Rourkela Airport,659,AS,IN,IN-OR,,VERK,RRK,,"84.814598, 22.256701"
VERL,small_airport,Raxaul Airport,259,AS,IN,IN-BR,,VERL,,,"84.83329772949219, 26.966699600219727"
VERU,small_airport,Rupsi India Airport,131,AS,IN,IN-AS,,VERU,RUP,,"89.91000366210938, 26.139699935913086"
VETZ,medium_airport,Tezpur Airport,240,AS,IN,IN-AS,,VETZ,TEZ,,"92.78469848632812, 26.7091007232666"
VEUK,small_airport,Utkela Airport,680,AS,IN,IN-OR,,VEUK,,,"83.18379974365234, 20.097400665283203"
VEVZ,small_airport,Vishakhapatnam Airport,15,AS,IN,IN-AP,Visakhapatnam,VOVZ,VTZ,,"83.2245025635, 17.721200943"
VEZO,medium_airport,Ziro Airport,5403,AS,IN,IN-AR,Ziro,VEZO,ZER,,"93.828102, 27.588301"
VI20,small_airport,Bhilwara Airport,955,AS,IN,IN-HR,,VI20,,VI20,"76.20500183105469, 28.07710075378418"
VI40,small_airport,Karnal Airport,829,AS,IN,IN-HR,,VI40,,VI40,"77.0374984741211, 29.714099884033203"
VI43,small_airport,Suratgarh New Airport,554,AS,IN,IN-RJ,,VI43,,VI43,"73.90390014648438, 29.387800216674805"
VI57,small_airport,Thoise Airport,10046,AS,IN,IN-JK,,VI57,,VI57,"77.37580108642578, 34.6525993347168"
VI65,small_airport,Kargil Airport,9604,AS,IN,IN-JK,,VI65,,VI65,"76.15589904790001, 34.5242996216"
VI66,small_airport,Fukche Advanced Landing Ground,13700,AS,IN,IN-JK,,VI66,,VI66,"79.21320343017578, 32.937400817871094"
VI69,small_airport,Jhunjhunu Airport,1110,AS,IN,IN-RJ,,VI69,,VI69,"75.37560272216797, 28.106700897216797"
VI70,small_airport,Pilani New Airport,1100,AS,IN,IN-RJ,,VI70,,VI70,"75.59369659423828, 28.348800659179688"
VI71,small_airport,Kalka Airport,1700,AS,IN,IN-HR,,VI71,,VI71,"76.88365173339844, 30.824569702148438"
VI73,small_airport,Nagaur Airport,950,AS,IN,IN-RJ,,VI73,,VI73,"73.7114028930664, 27.20829963684082"
VI75,small_airport,IIT Kanpur Airport,400,AS,IN,IN-UP,Kalyanpur,,,,"80.232904, 26.520399"
VI76,small_airport,Band Tal Airport,790,AS,IN,IN-MP,,VI76,,VI76,"78.26180267333984, 26.000099182128906"
VI82,small_airport,Bharkot Airport,2983,AS,IN,IN-UP,,VI82,,VI82,"78.32340240478516, 30.58289909362793"
VI88,small_airport,Jallowal Airport,741,AS,IN,IN-PB,,VI88,,VI88,"75.34130096435547, 31.559999465942383"
VI90,small_airport,Akbarpur Airport,288,AS,IN,IN-UP,,VI90,,VI90,"82.56819915771484, 26.447599411010742"
VIAG,medium_airport,Agra Airport,551,AS,IN,IN-UP,,VIAG,AGR,,"77.96089935302734, 27.155799865722656"
VIAH,small_airport,Dhanipur Airstrip,,AS,IN,IN-UP,Aligarth,VIAH,,,"78.14686775210001, 27.860856311"
VIAL,medium_airport,Allahabad Airport,322,AS,IN,IN-UP,Allahabad,VIAL,IXD,,"81.73390197753906, 25.440099716186523"
VIAM,medium_airport,Ambala Air Force Station,909,AS,IN,IN-HR,,VIAM,,VI18,"76.81670379638672, 30.368099212646484"
VIAR,large_airport,Sri Guru Ram Dass Jee International Airport,756,AS,IN,IN-PB,Amritsar,VIAR,ATQ,,"74.7973022461, 31.7096004486"
VIAW,small_airport,Awantipur Air Force Station,5393,AS,IN,IN-JK,,VIAW,,,"74.97570037841797, 33.8765983581543"
VIAX,small_airport,Adampur Airport,775,AS,IN,IN-PB,Adampur,VIAX,AIP,,"75.758797, 31.4338"
VIBK,medium_airport,Nal Airport,750,AS,IN,IN-RJ,Bikaner,VIBK,BKB,,"73.20719909667969, 28.070600509643555"
VIBL,small_airport,Bakshi Ka Talab Air Force Station,385,AS,IN,IN-UP,Lucknow,VIBL,,,"80.89309692382812, 26.988300323486328"
VIBN,medium_airport,Lal Bahadur Shastri Airport,266,AS,IN,IN-UP,Varanasi,VIBN,VNS,,"82.8592987061, 25.4524002075"
VIBR,medium_airport,Kullu Manali Airport,3573,AS,IN,IN-HP,,VIBR,KUU,,"77.15440368652344, 31.876699447631836"
VIBT,medium_airport,Bhatinda Air Force Station,662,AS,IN,IN-PB,,VIBT,BUP,,"74.75579833984375, 30.270099639892578"
VIBW,small_airport,Bhiwani Airport,720,AS,IN,IN-HR,,VIBW,,,"76.1791000366211, 28.836999893188477"
VIBY,medium_airport,Bareilly Air Force Station,580,AS,IN,IN-UP,Bareilly,VIBY,BEK,,"79.45079803470001, 28.4221000671"
VICG,medium_airport,Chandigarh Airport,1012,AS,IN,IN-CH,Chandigarh,VICG,IXC,,"76.78849792480469, 30.673500061035156"
VICX,medium_airport,Kanpur Airport,410,AS,IN,IN-UP,Kanpur,VICX,KNU,,"80.410103, 26.404301"
VIDD,medium_airport,Safdarjung Airport,705,AS,IN,IN-DL,,VIDD,,,"77.20580291748047, 28.58449935913086"
VIDF,small_airport,Pithorgarh Airport,4910,AS,IN,IN-UP,,VIDF,,,"80.23919677734375, 29.593599319458008"
VIDN,medium_airport,Dehradun Airport,1831,AS,IN,IN-UL,Dehradun,VIDN,DED,,"78.180298, 30.189699"
VIDP,large_airport,Indira Gandhi International Airport,777,AS,IN,IN-DL,New Delhi,VIDP,DEL,,"77.103104, 28.5665"
VIDX,small_airport,Hindon Air Force Station,700,AS,IN,IN-UP,,VIDX,,,"77.35890197753906, 28.707700729370117"
VIGG,medium_airport,Kangra Airport,2525,AS,IN,IN-HP,,VIGG,DHM,,"76.26339721679688, 32.16510009765625"
VIGR,medium_airport,Gwalior Airport,617,AS,IN,IN-MP,Gwalior,VIGR,GWL,,"78.22779846191406, 26.29330062866211"
VIHR,medium_airport,Hissar Airport,700,AS,IN,IN-HR,,VIHR,HSS,,"75.75530242919922, 29.179399490356445"
VIHX,small_airport,Halwara Air Force Station,790,AS,IN,IN-PB,,VIHX,,,"75.62979888916016, 30.74850082397461"
VIJN,small_airport,Jhansi Airport,801,AS,IN,IN-UP,,VIJN,,,"78.55840301513672, 25.491199493408203"
VIJO,medium_airport,Jodhpur Airport,717,AS,IN,IN-RJ,Jodhpur,VIJO,JDH,,"73.04889678955078, 26.251100540161133"
VIJP,medium_airport,Jaipur International Airport,1263,AS,IN,IN-RJ,Jaipur,VIJP,JAI,,"75.812202, 26.8242"
VIJR,medium_airport,Jaisalmer Airport,751,AS,IN,IN-RJ,,VIJR,JSA,,"70.86499786376953, 26.888700485229492"
VIJU,medium_airport,Jammu Airport,1029,AS,IN,IN-JK,Jammu,VIJU,IXJ,,"74.8374023438, 32.6890983582"
VIKA,small_airport,Kanpur Civil Airport,411,AS,IN,IN-UP,Kanpur,VIKA,,,"80.364899, 26.441401"
VIKG,medium_airport,Kishangarh Airport,,AS,IN,IN-RJ,Ajmer,VIKG,KQH,,"74.814147, 26.601473"
VIKO,medium_airport,Kota Airport,896,AS,IN,IN-RJ,Kota,VIKO,KTU,,"75.84559631350001, 25.160200119"
VILD,medium_airport,Ludhiana Airport,834,AS,IN,IN-PB,,VILD,LUH,,"75.95259857177734, 30.854700088500977"
VILH,medium_airport,Leh Kushok Bakula Rimpochee Airport,10682,AS,IN,IN-JK,Leh,VILH,IXL,,"77.5465011597, 34.1358985901"
VILK,medium_airport,Chaudhary Charan Singh International Airport,410,AS,IN,IN-UP,Lucknow,VILK,LKO,,"80.8892974854, 26.7605991364"
VILP,small_airport,Lalitpur Airport,1204,AS,IN,IN-UP,Lalitpur,VILP,,,"78.41699981689453, 24.716999053955078"
VIPK,medium_airport,Pathankot Airport,1017,AS,IN,IN-PB,Pathankot,VIPK,IXP,,"75.634444, 32.233611"
VIPL,small_airport,Patiala Airport,820,AS,IN,IN-PB,,VIPL,,,"76.364501953125, 30.314800262451172"
VIPT,medium_airport,Pantnagar Airport,769,AS,IN,IN-UP,Pantnagar,VIPT,PGH,,"79.47370147705078, 29.03339958190918"
VIRB,small_airport,Fursatganj Airport,360,AS,IN,IN-UP,,VERB,,,"81.380501, 26.248501"
VISA,medium_airport,Sirsa Air Force Station,650,AS,IN,IN-HR,,VISA,,,"75.006103515625, 29.56060028076172"
VISM,small_airport,Shimla Airport,5072,AS,IN,IN-HP,,VISM,SLV,,"77.068001, 31.0818"
VISP,small_airport,Sarsawa Air Force Station,891,AS,IN,IN-UP,,VISP,,,"77.42530059814453, 29.993900299072266"
VISR,medium_airport,Sheikh ul Alam Airport,5429,AS,IN,IN-JK,Srinagar,VISR,SXR,,"74.77420043945312, 33.987098693847656"
VIST,small_airport,Satna Airport,1060,AS,IN,IN-MP,,VIST,TNI,,"80.854897, 24.5623"
VIUT,small_airport,Uttarlai Airport,500,AS,IN,IN-RJ,,VIUT,,,"71.4822998046875, 25.812999725341797"
VIUX,medium_airport,Udhampur Air Force Station,2066,AS,IN,IN-JK,,VIUX,,,"75.15619659423828, 32.902198791503906"
VO26,small_airport,Kovilpatti Airport,325,AS,IN,IN-TN,,VO26,,VO26,"77.82119750976562, 9.153889656066895"
VO52,small_airport,Harihar Airport,1750,AS,IN,IN-KA,,VO52,,VO52,"75.787399292, 14.5350999832"
VO55,medium_airport,Murod Kond Airport,2136,AS,IN,IN-MM,Latur,VALT,LTU,,"76.464699, 18.411501"
VO80,small_airport,Tuticorin Airport,129,AS,IN,IN-TN,Thoothukudi,VOTK,TCR,,"78.025803, 8.724241"
VO94,small_airport,Campbell Bay Airport,16,AS,IN,IN-AN,,VO94,,VO94,"93.92279815673828, 7.013040065765381"
VO95,small_airport,Hosur Airport,3116,AS,IN,IN-TN,,VO95,,VO95,"77.76719665527344, 12.661299705505371"
VOAR,small_airport,Arkonam Airport,265,AS,IN,IN-TN,,VOAR,,,"79.69120025630001, 13.0712003708"
VOAT,medium_airport,Agatti Airport,14,AS,IN,IN-LD,,VOAT,AGX,,"72.1760025024414, 10.823699951171875"
VOBG,medium_airport,HAL Airport,2912,AS,IN,IN-KA,Bangalore,VOBG,,,"77.6681976318, 12.9499998093"
VOBI,medium_airport,Bellary Airport,30,AS,IN,IN-KA,Bellary,VOBI,BEP,,"76.88279724121094, 15.162799835205078"
VOBL,large_airport,Kempegowda International Airport,3000,AS,IN,IN-KA,Bangalore,VOBL,BLR,,"77.706299, 13.1979"
VOBR,medium_airport,Bidar Air Force Station,2178,AS,IN,IN-KA,,VOBR,,,"77.48709869384766, 17.908100128173828"
VOBZ,medium_airport,Vijayawada Airport,82,AS,IN,IN-AP,,VOBZ,VGA,,"80.79679870605469, 16.530399322509766"
VOCB,medium_airport,Coimbatore International Airport,1324,AS,IN,IN-TN,Coimbatore,VOCB,CJB,,"77.0434036255, 11.029999733"
VOCC,small_airport,Willingdon Island Air Base,8,AS,IN,IN-KL,Kochi,VOCC,,,"76.27310180664062, 9.947389602661133"
VOCI,large_airport,Cochin International Airport,30,AS,IN,IN-KL,Kochi,VOCI,COK,,"76.401901, 10.152"
VOCL,large_airport,Calicut International Airport,342,AS,IN,IN-KL,Calicut,VOCL,CCJ,,"75.95529937740001, 11.1367998123"
VOCP,medium_airport,Kadapa Airport,430,AS,IN,IN-AP,Kadapa,VOCP,CDP,,"78.772778, 14.51"
VOCX,medium_airport,Car Nicobar Air Force Station,5,AS,IN,IN-AN,,VOCX,CBD,,"92.8196029663086, 9.152509689331055"
VODG,medium_airport,Dundigul Air Force Academy,2013,AS,IN,IN-TG,Hyderabad,VODG,,,"78.4033966064, 17.627199173"
VODK,closed,Dunakonda Airport,472,AS,IN,IN-AP,Dunakonda,VODK,,,"79.4882, 15.8063"
VOHK,small_airport,Hakimpet Airport,2020,AS,IN,IN-TG,,VOHK,,,"78.5249023438, 17.5534992218"
VOHS,large_airport,Rajiv Gandhi International Airport,2024,AS,IN,IN-TG,Hyderabad,VOHS,HYD,,"78.4298553467, 17.2313175201"
VOHY,medium_airport,Begumpet Airport,1742,AS,IN,IN-TG,Hyderabad,VOHY,BPM,,"78.4675979614, 17.4531002045"
VOKN,medium_airport,Kannur International Airport,330,AS,IN,IN-KL,Kannur,VOKN,CNN,,"75.547211, 11.918614"
VOKP,small_airport,Koppal Aerodrome,1700,AS,IN,IN-KA,Koppal,VOKP,,,"76.21929931640625, 15.359100341796875"
VOMD,medium_airport,Madurai Airport,459,AS,IN,IN-TN,Madurai,VOMD,IXM,,"78.09339904790001, 9.83450984955"
VOML,medium_airport,Mangalore International Airport,337,AS,IN,IN-KA,Mangalore,VOML,IXE,,"74.8900985718, 12.9612998962"
VOMM,large_airport,Chennai International Airport,52,AS,IN,IN-TN,Chennai,VOMM,MAA,,"80.16929626464844, 12.990005493164062"
VOMY,small_airport,Mysore Airport,2349,AS,IN,IN-KA,Mysore,VOMY,MYQ,,"76.655833, 12.23"
VONS,small_airport,Nagarjuna Sagar Airport,658,AS,IN,IN-AP,,VONS,,,"79.3187026977539, 16.542699813842773"
VOPB,medium_airport,Vir Savarkar International Airport,14,AS,IN,IN-AN,Port Blair,VOPB,IXZ,,"92.72969818115234, 11.641200065612793"
VOPC,medium_airport,Pondicherry Airport,134,AS,IN,IN-TN,Pondicherry,VOPC,PNY,,"79.812, 11.968"
VOPN,medium_airport,Sri Sathya Sai Airport,1558,AS,IN,IN-AP,Puttaparthi,VOPN,PUT,,"77.7910995483, 14.1492996216"
VORG,small_airport,Basanth Nagar Airport,670,AS,IN,IN-TG,Ramagundam,VORG,RMD,,"79.3923, 18.701"
VORM,small_airport,Ramnad Naval Air Station,16,AS,IN,IN-TN,Ramnad,VORM,,,"78.971496582, 9.32509040833"
VORY,medium_airport,Rajahmundry Airport,151,AS,IN,IN-AP,Rajahmundry,VORY,RJA,,"81.81819915770001, 17.1103992462"
VOSM,medium_airport,Salem Airport,1008,AS,IN,IN-TN,Salem,VOSM,SXV,,"78.06559753418, 11.78330039978"
VOSX,small_airport,Coimbatore Air Force Station,1250,AS,IN,IN-TN,Sulur,VOSX,,,"77.15969848632812, 11.01360034942627"
VOTJ,small_airport,Tanjore Air Force Base,253,AS,IN,IN-TN,Thanjavur,VOTJ,TJV,,"79.10160064697266, 10.722399711608887"
VOTP,small_airport,Tirupati Airport,350,AS,IN,IN-AP,Tirupati,VOTP,TIR,,"79.543296814, 13.632499694800002"
VOTR,medium_airport,Tiruchirapally Civil Airport Airport,288,AS,IN,IN-TN,Tiruchirappally,VOTR,TRZ,,"78.70970153808594, 10.765399932861328"
VOTV,large_airport,Trivandrum International Airport,15,AS,IN,IN-KL,Thiruvananthapuram,VOTV,TRV,,"76.9200973511, 8.48211956024"
VOTX,small_airport,Tambaram Air Force Station,90,AS,IN,IN-TN,Chennai,VOTX,,,"80.12190246582031, 12.90719985961914"
VOVR,small_airport,Vellore Airport,764,AS,IN,IN-TN,Vellore,VOVR,,,"79.06680297851562, 12.90880012512207"
VOWA,small_airport,Warangal Airport,935,AS,IN,IN-TG,Warangal,VOWA,WGC,,"79.602203, 17.9144"
VOYK,small_airport,Yelahanka Air Force Station,3045,AS,IN,IN-KA,Yelahanka,VOYK,,,"77.60600280761719, 13.135499954223633"
